run,seed,random_seed,K,evaluation_mode,reference_trajectory_source,n_paths,traj_cells,rf_mse,rf_r2,start_cell,preprocessing_runtime_seconds,inference_runtime_seconds,pipeline_runtime_seconds,trajectory_metrics_runtime_seconds,pipeline_peak_rss_mb,pipeline_memory_increase_mb,path_1,path_2,path_3,path_4,branch_1_paths,branch_1_Pearson,branch_1_Spearman,branch_1_Kendall,branch_2_paths,branch_2_Pearson,branch_2_Spearman,branch_2_Kendall,branch_3_paths,branch_3_Pearson,branch_3_Spearman,branch_3_Kendall,branch_4_paths,branch_4_Pearson,branch_4_Spearman,branch_4_Kendall,global_Pearson,global_Spearman,global_Kendall,RF_Pearson,RF_Spearman,RF_Kendall,reference_trajectory_note,cor_dist,F1_branches,HIM_similarity,wcor_features,trajectory_overall_geometric_mean,marker_gene_mean_abs_spearman,marker_gene_median_abs_spearman,marker_genes_configured,marker_genes_available,marker_gene_correlations_json,official_dyneval_status,official_dyneval_error,metric_implementation,metric_reference,metric_version,r_version,dyneval_version,dynwrap_version,dynfeature_version,netdist_version,dyneval_commit,dynwrap_commit,dynfeature_commit,netdist_commit,global_pseudotime_min,global_pseudotime_max,rf_pseudotime_min,rf_pseudotime_max,preprocessing_shared_across_repeated_runs,preprocessing_applied,preprocessing_completed_before_inference,preprocessing_profile,preprocessing_step_count,preprocessing_steps_executed,preprocessing_seed,preprocessing_input_shape,preprocessing_output_shape,preprocessing_audit_json
1,42,42,20,curated_reference_real,curated_annotation_literature_lineage_graph,4,110,0.0011405062019292,0.9812053163723716,251,26.154629900003783,55.71051130001433,81.86514120001812,41.14346640004078,1109.19140625,739.97265625,"[900,1400,1821,1512,1023,251,2366,495,1649,349,698,1413,1923,2506,849,1015,1527,2534,601,1803,974,108,2138,409,969,837,2608,105,1027,281,431,1824,2047,2306,1131,294,671,713,2045,1709,565,2488]","[900,1400,1821,1512,1023,251,2366,495,1649,349,698,1413,1923,2506,849,1015,1527,2534,601,1803,974,629,1965,183,182,2000,647,1280,2041,2266,1048,88,1688,955,1591,714,1569,946,2692,1480,2112,1731,2616,1496,2663,1906,1214,337,2182,1903,1647,5,1828,1785,1198,1768,1339,1602,267,751,2280,2322,1825,1697,1352,2114,474,2243,703,562,1878,588,1536,555,1154]","[900,1400,1821,1512,1023,251,2366,495,1649,349,698,1413,1923,2506,849,1015,1527,2534,601,1803,974,108,2138,409,969,837,1781,604,1347,202,2092,2411,1855,1661,1633,2142,1699,720,1004]","[900,1400,1821,1512,1023,251,2366,495,1649,349,698,1413,1923,2506,849,1015,1527,2534,601,1803,974,108,2138,409,969,837,2608,105,1027,281,431,1824,2047,2306,1131,294,671,2541]","[900,1400,1821,1512,1023,251,2366,495,1649,349,698,1413,1923,2506,849,1015,1527,2534,601,1803,974,108,2138,409,969,837,2608,105,1027,281,431,1824,2047,2306,1131,294,671,713,2045,1709,565,2488]",0.9356252682481068,0.9368696054655884,0.8263938705413374,"[900,1400,1821,1512,1023,251,2366,495,1649,349,698,1413,1923,2506,849,1015,1527,2534,601,1803,974,629,1965,183,182,2000,647,1280,2041,2266,1048,88,1688,955,1591,714,1569,946,2692,1480,2112,1731,2616,1496,2663,1906,1214,337,2182,1903,1647,5,1828,1785,1198,1768,1339,1602,267,751,2280,2322,1825,1697,1352,2114,474,2243,703,562,1878,588,1536,555,1154]",0.8900751550461717,0.9032952450227786,0.7932329460141172,"[900,1400,1821,1512,1023,251,2366,495,1649,349,698,1413,1923,2506,849,1015,1527,2534,601,1803,974,108,2138,409,969,837,1781,604,1347,202,2092,2411,1855,1661,1633,2142,1699,720,1004]",0.934968197294503,0.9382267857199084,0.8267424950240424,"[900,1400,1821,1512,1023,251,2366,495,1649,349,698,1413,1923,2506,849,1015,1527,2534,601,1803,974,108,2138,409,969,837,2608,105,1027,281,431,1824,2047,2306,1131,294,671,2541]",0.9405246527467996,0.943994673585356,0.8365750130677652,0.8493172341121255,0.8351206892539839,0.7167716420058731,0.913018320018433,0.9275549349478486,0.812650868764137,Real-data scores measure agreement with the configured coarse curated reference; they are not absolute biological ground truth.,0.6500623855114435,0.3878651009064433,0.776418706068108,0.8145158163857024,0.6319137617766893,0.35650147689461,0.355362434765455,11,11,"{""Cck"": -0.049498270255283174, ""Gcg"": 0.2952440757958919, ""Ghrl"": 0.11952451773243973, ""Iapp"": 0.7800410542370612, ""Ins1"": 0.37164716039187645, ""Ins2"": 0.4156257051204925, ""Neurog3"": -0.7090570082059875, ""Nkx6-1"": -0.0011685188765381024, ""Pdx1"": 0.355362434765455, ""Pyy"": 0.7094616784632459, ""Sst"": 0.1148858219964389}",success,,official R dyneval on exported dynwrap trajectories,"Saelens et al., Nature Biotechnology (2019), doi:10.1038/s41587-019-0071-9",v2.0,4.6.1,0.9.9,1.3.0,1.0.1,1.1.0,daeb26af7d40c21b32283af31beb17a8ee8c3c6f,319bcfe3a0e38af45f368d2a53146165416d1a8a,b6fa729b1bc531e179aec3f3d7aa14cd8ef2015e,63fb255c894df1ba6d72b50bd0fb02d78bcee2af,0.0,1.0,0.0,0.9557062528015128,True,True,True,raw_counts_common_hvg2000_pca50_neighbors15_umap3,10,exclude_labels|normalize_total|log1p|highly_variable_genes|set_raw|subset_highly_variable|scale|pca|neighbors|umap,42,2780x27998,2780x2000,"{""completed_before_inference"": true, ""input_shape"": [2780, 27998], ""input_x_max"": 3473.0, ""input_x_min"": 1.0, ""model_coordinate_key_ready"": true, ""output_shape"": [2780, 2000], ""plot_coordinate_key_ready"": true, ""profile"": ""raw_counts_common_hvg2000_pca50_neighbors15_umap3"", ""random_seed"": 42, ""steps"": [{""operation"": ""exclude_labels"", ""parameters"": {""values"": []}, ""status"": ""applied""}, {""operation"": ""normalize_total"", ""parameters"": {""target_sum"": 10000.0}, ""status"": ""applied""}, {""operation"": ""log1p"", ""parameters"": {}, ""status"": ""applied""}, {""operation"": ""highly_variable_genes"", ""parameters"": {""flavor"": ""seurat"", ""n_top_genes"": 2000}, ""status"": ""applied""}, {""operation"": ""set_raw"", ""parameters"": {}, ""status"": ""applied""}, {""operation"": ""subset_highly_variable"", ""parameters"": {}, ""status"": ""applied""}, {""operation"": ""scale"", ""parameters"": {""max_value"": 10.0}, ""status"": ""applied""}, {""operation"": ""pca"", ""parameters"": {""n_comps"": 50, ""random_state"": 0, ""svd_solver"": ""arpack"", ""use_highly_variable"": false, ""zero_center"": true}, ""status"": ""applied""}, {""operation"": ""neighbors"", ""parameters"": {""method"": ""umap"", ""metric"": ""euclidean"", ""n_neighbors"": 15, ""n_pcs"": 30, ""random_state"": 0, ""use_rep"": ""X_pca""}, ""status"": ""applied""}, {""operation"": ""umap"", ""parameters"": {""min_dist"": 0.3, ""n_components"": 3, ""preserve_existing"": false, ""random_state"": 0}, ""status"": ""applied""}]}"
2,43,43,20,curated_reference_real,curated_annotation_literature_lineage_graph,4,98,0.004881118565491,0.8866997153307558,108,13.215387300006114,54.24579860002268,67.4611859000288,40.31654160004109,1221.15234375,444.19140625,"[900,1773,2090,840,461,1617,539,427,970,1475,1921,523,698,1413,1923,2148,297,141,995,808,922,108,1826,2230,1334,2203,1817,544,1190,650,2459,2549,1439,111,96,195,334,58,695,1542,2488]","[900,1773,2090,840,461,1617,539,427,970,1475,1921,523,698,1413,1923,2148,297,141,995,808,922,108,1826,2230,1334,2203,1817,544,1190,650,2459,2549,1439,111,1149,1759,1524,833,2499,1798,1338,2428,1518,1204,2346,1289,1339,2172,150,778,1714,1669,937,318,1573,1874,1834,467,2341,1257,586,1412,1511,2762,317,1913,2323,555,1154]","[900,1773,2090,840,461,1617,539,427,970,1475,1921,523,698,1413,1923,2148,297,141,995,808,922,108,1826,2230,1334,2203,1817,544,1781,604,691,2705,362,149,1316,264,1661,226,550,1633,1495,1699,1985,417,1004]","[900,1773,2090,840,461,1617,539,427,970,1475,1921,523,698,1413,1923,2148,297,141,995,808,922,108,1826,2230,1334,2203,1817,544,1190,650,2459,2549,1439,111,710,2437,294,671,2541]","[900,1773,2090,840,461,1617,539,427,970,1475,1921,523,698,1413,1923,2148,297,141,995,808,922,108,1826,2230,1334,2203,1817,544,1190,650,2459,2549,1439,111,96,195,334,58,695,1542,2488]",0.9251532039461452,0.9260927858950596,0.8095317765146343,"[900,1773,2090,840,461,1617,539,427,970,1475,1921,523,698,1413,1923,2148,297,141,995,808,922,108,1826,2230,1334,2203,1817,544,1190,650,2459,2549,1439,111,1149,1759,1524,833,2499,1798,1338,2428,1518,1204,2346,1289,1339,2172,150,778,1714,1669,937,318,1573,1874,1834,467,2341,1257,586,1412,1511,2762,317,1913,2323,555,1154]",0.8648106924998811,0.8765104405291453,0.7578718712994407,"[900,1773,2090,840,461,1617,539,427,970,1475,1921,523,698,1413,1923,2148,297,141,995,808,922,108,1826,2230,1334,2203,1817,544,1781,604,691,2705,362,149,1316,264,1661,226,550,1633,1495,1699,1985,417,1004]",0.9280226487342544,0.929225040071566,0.813511412675869,"[900,1773,2090,840,461,1617,539,427,970,1475,1921,523,698,1413,1923,2148,297,141,995,808,922,108,1826,2230,1334,2203,1817,544,1190,650,2459,2549,1439,111,710,2437,294,671,2541]",0.9203579859706842,0.9229164889780234,0.804613344675604,0.7704401178812877,0.7832189862163507,0.6625208741524811,0.8556406678834562,0.8648486067539428,0.7402894109540895,Real-data scores measure agreement with the configured coarse curated reference; they are not absolute biological ground truth.,0.6537090599230395,0.5189545114547095,0.697824460623439,0.7583549422002507,0.6509282594430805,0.3393242570713698,0.3649788774468991,11,11,"{""Cck"": -0.07666694335269982, ""Gcg"": 0.14912321450191507, ""Ghrl"": 0.02828643697542745, ""Iapp"": 0.6806294535930321, ""Ins1"": 0.36497887744689916, ""Ins2"": 0.42060147135941367, ""Neurog3"": -0.6824522322406849, ""Nkx6-1"": 0.1626948855716615, ""Pdx1"": 0.4938616142762032, ""Pyy"": 0.6165903817923482, ""Sst"": 0.05668131667478272}",success,,official R dyneval on exported dynwrap trajectories,"Saelens et al., Nature Biotechnology (2019), doi:10.1038/s41587-019-0071-9",v2.0,4.6.1,0.9.9,1.3.0,1.0.1,1.1.0,daeb26af7d40c21b32283af31beb17a8ee8c3c6f,319bcfe3a0e38af45f368d2a53146165416d1a8a,b6fa729b1bc531e179aec3f3d7aa14cd8ef2015e,63fb255c894df1ba6d72b50bd0fb02d78bcee2af,0.0,1.0,0.0,0.9685245710588872,True,True,True,raw_counts_common_hvg2000_pca50_neighbors15_umap3,10,exclude_labels|normalize_total|log1p|highly_variable_genes|set_raw|subset_highly_variable|scale|pca|neighbors|umap,43,2780x27998,2780x2000,"{""completed_before_inference"": true, ""input_shape"": [2780, 27998], ""input_x_max"": 3473.0, ""input_x_min"": 1.0, ""model_coordinate_key_ready"": true, ""output_shape"": [2780, 2000], ""plot_coordinate_key_ready"": true, ""profile"": ""raw_counts_common_hvg2000_pca50_neighbors15_umap3"", ""random_seed"": 43, ""steps"": [{""operation"": ""exclude_labels"", ""parameters"": {""values"": []}, ""status"": ""applied""}, {""operation"": ""normalize_total"", ""parameters"": {""target_sum"": 10000.0}, ""status"": ""applied""}, {""operation"": ""log1p"", ""parameters"": {}, ""status"": ""applied""}, {""operation"": ""highly_variable_genes"", ""parameters"": {""flavor"": ""seurat"", ""n_top_genes"": 2000}, ""status"": ""applied""}, {""operation"": ""set_raw"", ""parameters"": {}, ""status"": ""applied""}, {""operation"": ""subset_highly_variable"", ""parameters"": {}, ""status"": ""applied""}, {""operation"": ""scale"", ""parameters"": {""max_value"": 10.0}, ""status"": ""applied""}, {""operation"": ""pca"", ""parameters"": {""n_comps"": 50, ""random_state"": 0, ""svd_solver"": ""arpack"", ""use_highly_variable"": false, ""zero_center"": true}, ""status"": ""applied""}, {""operation"": ""neighbors"", ""parameters"": {""method"": ""umap"", ""metric"": ""euclidean"", ""n_neighbors"": 15, ""n_pcs"": 30, ""random_state"": 0, ""use_rep"": ""X_pca""}, ""status"": ""applied""}, {""operation"": ""umap"", ""parameters"": {""min_dist"": 0.3, ""n_components"": 3, ""preserve_existing"": false, ""random_state"": 0}, ""status"": ""applied""}]}"
3,44,44,20,curated_reference_real,curated_annotation_literature_lineage_graph,4,101,0.0016881200192335,0.9791493231972136,44,13.447739999974146,55.905027300002985,69.35276729997713,41.96054070000537,1168.8125,388.28125,"[900,765,1739,357,1459,2421,1486,44,2144,293,2477,2559,971,2683,2148,1764,743,1015,1995,2390,1803,608,1826,2230,1964,1675,2088,1375,1966,604,506,61,1439,111,2489,195,334,1963,1215,2488]","[900,765,1739,357,1459,2421,1486,44,2144,293,2477,2559,971,2683,2148,1764,743,1015,1995,2390,1803,608,1826,2230,1964,1675,2088,1375,1966,604,506,61,1439,111,2489,195,334,1207,1338,1721,159,218,2448,2131,1143,2076,2760,2322,2056,623,1961,2500,1833,1309,1874,1664,1208,2114,975,729,1257,2162,6,588,660,288,204,2109,1154]","[900,765,1739,357,1459,2421,1486,44,2144,293,2477,2559,2777,38,1369,387,2630,303,2127,522,808,2542,108,1160,2273,1733,173,634,820,202,149,991,226,832,1405,1041,2507,1004]","[900,765,1739,357,1459,2421,1486,44,2144,293,2477,2559,971,2683,2148,1764,743,1015,1995,2390,1803,608,1826,2230,1964,1675,2088,1375,1966,604,506,61,1439,111,2489,195,334,1963,1215,1727,1741,2541]","[900,765,1739,357,1459,2421,1486,44,2144,293,2477,2559,971,2683,2148,1764,743,1015,1995,2390,1803,608,1826,2230,1964,1675,2088,1375,1966,604,506,61,1439,111,2489,195,334,1963,1215,2488]",0.9331635723821414,0.9357134179948297,0.8250379543784717,"[900,765,1739,357,1459,2421,1486,44,2144,293,2477,2559,971,2683,2148,1764,743,1015,1995,2390,1803,608,1826,2230,1964,1675,2088,1375,1966,604,506,61,1439,111,2489,195,334,1207,1338,1721,159,218,2448,2131,1143,2076,2760,2322,2056,623,1961,2500,1833,1309,1874,1664,1208,2114,975,729,1257,2162,6,588,660,288,204,2109,1154]",0.8755994119653434,0.8833810381156999,0.7724442231569855,"[900,765,1739,357,1459,2421,1486,44,2144,293,2477,2559,2777,38,1369,387,2630,303,2127,522,808,2542,108,1160,2273,1733,173,634,820,202,149,991,226,832,1405,1041,2507,1004]",0.956028025110718,0.9600853447127968,0.8658200628440812,"[900,765,1739,357,1459,2421,1486,44,2144,293,2477,2559,971,2683,2148,1764,743,1015,1995,2390,1803,608,1826,2230,1964,1675,2088,1375,1966,604,506,61,1439,111,2489,195,334,1963,1215,1727,1741,2541]",0.9366124631478312,0.936612460566854,0.8283307542807611,0.8947355482996857,0.8974246130873725,0.7817337276532221,0.8844367436465291,0.8660345917803343,0.7414220458502366,Real-data scores measure agreement with the configured coarse curated reference; they are not absolute biological ground truth.,0.4162218948199448,0.3568812755630824,0.7653893826917416,0.8099431919074263,0.5508665722979187,0.3474940623126561,0.3525674783270405,11,11,"{""Cck"": -0.05675744379644199, ""Gcg"": 0.2625646396103631, ""Ghrl"": 0.02072958644627909, ""Iapp"": 0.7344952510568861, ""Ins1"": 0.3525674783270405, ""Ins2"": 0.41158759400913364, ""Neurog3"": -0.6909316203572262, ""Nkx6-1"": 0.0961609234467496, ""Pdx1"": 0.42002577359263643, ""Pyy"": 0.649132369534867, ""Sst"": 0.1274820052615937}",success,,official R dyneval on exported dynwrap trajectories,"Saelens et al., Nature Biotechnology (2019), doi:10.1038/s41587-019-0071-9",v2.0,4.6.1,0.9.9,1.3.0,1.0.1,1.1.0,daeb26af7d40c21b32283af31beb17a8ee8c3c6f,319bcfe3a0e38af45f368d2a53146165416d1a8a,b6fa729b1bc531e179aec3f3d7aa14cd8ef2015e,63fb255c894df1ba6d72b50bd0fb02d78bcee2af,0.0,1.0,0.0,0.9363632067710994,True,True,True,raw_counts_common_hvg2000_pca50_neighbors15_umap3,10,exclude_labels|normalize_total|log1p|highly_variable_genes|set_raw|subset_highly_variable|scale|pca|neighbors|umap,44,2780x27998,2780x2000,"{""completed_before_inference"": true, ""input_shape"": [2780, 27998], ""input_x_max"": 3473.0, ""input_x_min"": 1.0, ""model_coordinate_key_ready"": true, ""output_shape"": [2780, 2000], ""plot_coordinate_key_ready"": true, ""profile"": ""raw_counts_common_hvg2000_pca50_neighbors15_umap3"", ""random_seed"": 44, ""steps"": [{""operation"": ""exclude_labels"", ""parameters"": {""values"": []}, ""status"": ""applied""}, {""operation"": ""normalize_total"", ""parameters"": {""target_sum"": 10000.0}, ""status"": ""applied""}, {""operation"": ""log1p"", ""parameters"": {}, ""status"": ""applied""}, {""operation"": ""highly_variable_genes"", ""parameters"": {""flavor"": ""seurat"", ""n_top_genes"": 2000}, ""status"": ""applied""}, {""operation"": ""set_raw"", ""parameters"": {}, ""status"": ""applied""}, {""operation"": ""subset_highly_variable"", ""parameters"": {}, ""status"": ""applied""}, {""operation"": ""scale"", ""parameters"": {""max_value"": 10.0}, ""status"": ""applied""}, {""operation"": ""pca"", ""parameters"": {""n_comps"": 50, ""random_state"": 0, ""svd_solver"": ""arpack"", ""use_highly_variable"": false, ""zero_center"": true}, ""status"": ""applied""}, {""operation"": ""neighbors"", ""parameters"": {""method"": ""umap"", ""metric"": ""euclidean"", ""n_neighbors"": 15, ""n_pcs"": 30, ""random_state"": 0, ""use_rep"": ""X_pca""}, ""status"": ""applied""}, {""operation"": ""umap"", ""parameters"": {""min_dist"": 0.3, ""n_components"": 3, ""preserve_existing"": false, ""random_state"": 0}, ""status"": ""applied""}]}"
4,45,45,20,curated_reference_real,curated_annotation_literature_lineage_graph,4,97,0.0005349518996791,0.9846205403171788,190,13.403467099997217,60.23443900002167,73.63790610001888,40.38414770003874,1167.1640625,385.3984375,"[900,2135,1739,190,637,898,1203,970,1475,2571,2477,2559,1458,312,397,2216,374,2600,2630,598,1194,1281,1210,2554,538,2189,834,2273,1847,2073,2000,647,84,506,1548,1439,111,710,648,1259,2164,1087,558,2488]","[900,2135,1739,190,637,898,1203,970,1475,2571,2477,2559,1458,312,397,2216,374,2600,2630,598,1194,1281,1210,2554,538,2189,834,2273,1847,2073,2000,647,84,506,1548,2376,1065,1905,1916,1889,1909,739,695,1226,925,1518,2089,2131,1499,2222,178,2212,2166,426,2226,353,831,703,2613,2756,2368,128,1363,874,143,789,1242,1670,1137,270,384,687,1154]","[900,2135,1739,190,637,898,1203,970,1475,2571,2477,2559,1458,312,397,2216,374,2600,2630,598,1194,1281,1210,2554,538,2189,834,2273,1847,2073,2000,647,2030,1123,1791,1316,1564,1170,684,636,1440,1041,2452,1004]","[900,2135,1739,190,637,898,1203,970,1475,2571,2477,2559,1458,312,397,2216,374,2600,2630,598,1194,1281,1210,2554,538,2189,834,2273,1847,2073,2000,647,84,506,1548,1439,111,710,648,294,671,2541]","[900,2135,1739,190,637,898,1203,970,1475,2571,2477,2559,1458,312,397,2216,374,2600,2630,598,1194,1281,1210,2554,538,2189,834,2273,1847,2073,2000,647,84,506,1548,1439,111,710,648,1259,2164,1087,558,2488]",0.953362318244642,0.9543183813971432,0.8565998323318542,"[900,2135,1739,190,637,898,1203,970,1475,2571,2477,2559,1458,312,397,2216,374,2600,2630,598,1194,1281,1210,2554,538,2189,834,2273,1847,2073,2000,647,84,506,1548,2376,1065,1905,1916,1889,1909,739,695,1226,925,1518,2089,2131,1499,2222,178,2212,2166,426,2226,353,831,703,2613,2756,2368,128,1363,874,143,789,1242,1670,1137,270,384,687,1154]",0.901212755522094,0.911849544729592,0.800741101015077,"[900,2135,1739,190,637,898,1203,970,1475,2571,2477,2559,1458,312,397,2216,374,2600,2630,598,1194,1281,1210,2554,538,2189,834,2273,1847,2073,2000,647,2030,1123,1791,1316,1564,1170,684,636,1440,1041,2452,1004]",0.955095700665668,0.9557813867342536,0.859033354582797,"[900,2135,1739,190,637,898,1203,970,1475,2571,2477,2559,1458,312,397,2216,374,2600,2630,598,1194,1281,1210,2554,538,2189,834,2273,1847,2073,2000,647,84,506,1548,1439,111,710,648,294,671,2541]",0.9478839489629658,0.9501942335401836,0.851421766114263,0.8974136077781196,0.854960503121152,0.7403483427155365,0.8989398093705483,0.8657527891603596,0.7417597672167618,Real-data scores measure agreement with the configured coarse curated reference; they are not absolute biological ground truth.,0.7059334530114962,0.5434801759020924,0.7011189705292966,0.7909249146892248,0.6791545446503794,0.3252674591298035,0.327598166814979,11,11,"{""Cck"": 0.015940512400779552, ""Gcg"": 0.33258905576910075, ""Ghrl"": 0.10488094597043605, ""Iapp"": 0.7144549064160178, ""Ins1"": 0.32759816681497905, ""Ins2"": 0.3603720984890206, ""Neurog3"": -0.682741911761524, ""Nkx6-1"": 0.005246632467855681, ""Pdx1"": 0.2875390852687671, ""Pyy"": 0.6462255049668841, ""Sst"": 0.10035323010247375}",success,,official R dyneval on exported dynwrap trajectories,"Saelens et al., Nature Biotechnology (2019), doi:10.1038/s41587-019-0071-9",v2.0,4.6.1,0.9.9,1.3.0,1.0.1,1.1.0,daeb26af7d40c21b32283af31beb17a8ee8c3c6f,319bcfe3a0e38af45f368d2a53146165416d1a8a,b6fa729b1bc531e179aec3f3d7aa14cd8ef2015e,63fb255c894df1ba6d72b50bd0fb02d78bcee2af,0.0,1.0,0.0,0.9733929952130284,True,True,True,raw_counts_common_hvg2000_pca50_neighbors15_umap3,10,exclude_labels|normalize_total|log1p|highly_variable_genes|set_raw|subset_highly_variable|scale|pca|neighbors|umap,45,2780x27998,2780x2000,"{""completed_before_inference"": true, ""input_shape"": [2780, 27998], ""input_x_max"": 3473.0, ""input_x_min"": 1.0, ""model_coordinate_key_ready"": true, ""output_shape"": [2780, 2000], ""plot_coordinate_key_ready"": true, ""profile"": ""raw_counts_common_hvg2000_pca50_neighbors15_umap3"", ""random_seed"": 45, ""steps"": [{""operation"": ""exclude_labels"", ""parameters"": {""values"": []}, ""status"": ""applied""}, {""operation"": ""normalize_total"", ""parameters"": {""target_sum"": 10000.0}, ""status"": ""applied""}, {""operation"": ""log1p"", ""parameters"": {}, ""status"": ""applied""}, {""operation"": ""highly_variable_genes"", ""parameters"": {""flavor"": ""seurat"", ""n_top_genes"": 2000}, ""status"": ""applied""}, {""operation"": ""set_raw"", ""parameters"": {}, ""status"": ""applied""}, {""operation"": ""subset_highly_variable"", ""parameters"": {}, ""status"": ""applied""}, {""operation"": ""scale"", ""parameters"": {""max_value"": 10.0}, ""status"": ""applied""}, {""operation"": ""pca"", ""parameters"": {""n_comps"": 50, ""random_state"": 0, ""svd_solver"": ""arpack"", ""use_highly_variable"": false, ""zero_center"": true}, ""status"": ""applied""}, {""operation"": ""neighbors"", ""parameters"": {""method"": ""umap"", ""metric"": ""euclidean"", ""n_neighbors"": 15, ""n_pcs"": 30, ""random_state"": 0, ""use_rep"": ""X_pca""}, ""status"": ""applied""}, {""operation"": ""umap"", ""parameters"": {""min_dist"": 0.3, ""n_components"": 3, ""preserve_existing"": false, ""random_state"": 0}, ""status"": ""applied""}]}"
